Casenumer,Jurisdiction,Question,Summary
439403,Personen- en familierecht - Echtscheiding,Reactie via formulier op jurofoon.nl,"lidmaatschapsnummer is 211892     Geacht college jurofoon,     Aan u een vraag betrefende ""Het Boon Van Loon Arrest"". Ben in 1992 gescheiden zie bijlagen (convenant.)Middels is het 18 jaar geleden, is mijn vraag of dit nu niet al is verlopen, Doe opdit moment nog erg veel onderzoeken o.a. met  andere advocaten die zeggen dat een pensioen bij de huwelijksgemeenschap hoort en nimmer verloopt. Ze  zijn nu bezig het commentaar en de reactie van de betreffende registeraccountant boven water te krijgen. Deze registeraccountant vertelde mij dat het dossier van het commentaar na 18 jaar al is vernietigd. Nu moest ik mij weer gaan wenden bij mijn eerste advocaat die mij nooit en te nimmer enig uitleg heeft gegeven over pensioenvereffnngen ectr. wat volgens zijn gedragscode en beroepseed wel had gemoeten tegen over zijn cliënt. Destijds had ikzelf als simmele huisvrouw/moeder en echtgenoot, nooit gedacht aan een scheiding. Nu na mjn ongeval en 2,5 coma tijd herinner ik mij nog maar weinig van wat er is gebeurd. Ben ik na het jaar 2000 velen maanden revalidatie getraind in juridisce zaken, en wil heel graag weten hoe alles zit en waar ik nog recht op heeft. In de alenia 1.1 staat dat er een reactie van de registeraccountanf dhr. Plaisier, deze heeft nooit in het dossies gezeten omdat mijn convenant is samengesteld door de tegenpartij  mijn zwager in wijlen ""Van Buren Velzen & Geulen Advokaten Notarrisen en Belasting Adviseurs in Den Haag. Mijn zwager N.L. Buren was destijds mr. in de rehten in zijn Kantoor en één van mijn vetrouwens personen. Achteraf ben ik daar mooi ingelopen.Is het nu nog mogelijk de status van de begroting van mijn ex-echtgenoot en de BV waar nog een oudedagsvoorziening was gereeerveerd van een bedrag van Hfl. 561.823,00 ziet u ook in de aanhangsel van de bijlage van een van mijn advocaten mr. L.van Walree www.hjfadvocaten.nl          Kunt U mij evt nog een verfrissend advies/ uitleg geven omtrent mijn verhaal,     In afwachtng uw Replay,     Met vriendelijke groet,     Anneke Vlieland"
439418,Arbeidsrecht - (overig),Reactie via formulier op jurofoon.nl,"Chantal: Screening aangemaakt  Client heeft een eenmanszaak. Zij heeft 1 werknemer in dienst. Deze werknemer heeft een contract voor onbepaalde tijd en werkt 24 uur in de week (3 dagen). Sinds november 2010 zit deze werknemer ziek thuis wegens problemen met het immuunsysteem. 21 Maart krijgt deze werkemer de definieve uitslag van de arts. De prognose is dat deze werknemer haar hele leven 1 week in de maand een week lang bloedtranfusie krijgt. In de praktijk betekent dit dat deze werknemer 3 weken kan werken en 1 week thuis zit. Client kan dit niet bekostigen, omdat deze week niet vergoed wordt door haar ziektekostenverzekering (heeft een wachttijd van 10 werkdagen). Client wil graag weten wat de mogelijkheden zijn om deze werknemer in dienst te houden, zonder dat haar bedrijf over de kop gaat. Client dacht er zelf aan de de werknemer 96 uur die ze per maand maakt, moet maken over de drie weken of dat eventueel het contract wordt aangepast naar minder uren.    Ik heb een eenmanszaak, een (reclame) sign / beletteringsbedrijf.    Ik heb 1 personeelslid in dienst.  Ze heeft inmiddels een vast contract onbepaalde tijd.  Ze werkt 24 per week, 3 dagen in de week.    Sinds November heeft ze zich ziek gemeld.  Ze loopt op het ziekenhuis en heeft problemen met haar immuumsysteem.  Hierdoor heeft ze op dit moment vaak ontstekingen etc.  De ene dag zou ze ( in theorie ) kunnen werken, de andere dag ligt ze op bed.    Inmiddels is het ziekenhuis bijna klaar met alle onderzoeken en hoort ze Maandag 21 Maart wat voor behandeling ze krijgt.    De kans is groot dat ze haar levenlang bloedtransfusies moet krijgen.  Dan moet ze 1 week lang elke dag naar het ziekenhuis, en krijgt ze de hele dag bloedtransfusies.    Dit houdt dus in dat ze bij mij 3 weken kan werken, en 1 week niet.    Graag wil ik advies in hoeverre ik sta in dit verhaal?  Wat zijn mijn rechten en plichten ?  Ik heb een te klein bedrijf om haar loon ( gebaseerd op 24 uur per week ) door te betalen terwijl ze 1 week niet werkt.    Ik heb dit al besproken met haar, maar ze was er laconiek onder.  Haar mening is dat er vast wel een subsidie voor is....    Hoe kan ik dit oplossen?  Kan ik haar loon betalen op de daadwerkelijke gewerkte uren? ( dus minus die ene week: 24 uur ) of mag dat niet?    Of kan ik haar verplichten om die 3 werkdagen toe te voegen aan die andere 3 weken? Dat ze 4 dagen per week werkt, 3 weken lang, en zodoende haar loon kan behouden?    Ik heb een ziektekostenverzekering, echter werken ze met een wachttijd van 10 dagen, dus die week wordt niet vergoed.  Of kan ik dit gaan zien als een chronische ziekte ofzo?    Wat zijn mijn rechten / plichten ?    Alvast bedankt.    Met vriendelijke groet,      Claudia Vijlbrief"
439430,Arbeidsrecht - (overig),Reactie via formulier op jurofoon.nl,"Wat zijn mijn rechten en plichten na één jaar ziekte wanneer er naar passend werk wordt gezocht buiten eigen organisatie.  huidige situatie: vast contract 28 uur per week, 75% tijdelijk aangepast werk, 25% ziek."
439449,Verbintenissenrecht (algemeen) - (overig),Reactie via formulier op jurofoon.nl,"Big Money Scratch heeft ten onrechte 91,- van mn creditcard afgehaald. Ik had 91,- gewonnen, 5,- gestort en kreeg ook nog en verdubbelaar, hetgeen betekend dat ik 187,- zou krijgen. I.p.v. daarvan hebben ze 91,- geïnd. Ik ben al vanaf november bezig om het geld terug te krijgen. Eerst voregen ze een kopie paspoort, heb ik niet gegeven. Toen heb ik een kopie bankafschrift gemaild, en u kunnen ze zgn,. de IBAN code en BIC code niet lezen, ze verwarren letters met cijfers en onmgekeerd. Ik heb ook nog alles per mail uitgebreid gespeld maar ze zeggen dat het geld telkens terug komt. Ik moet contact opnemen met de ING om te vragen of er wat met mijn rekenin is, maar dat is natuurlijk niet het geval! Ik moet nu een ander bankrekeningnummer geven maar dat heb ik niet. BMS zit in Malta. Ik heb talloze mails bewaard waarin ze e.e.a. toegeven en zeggen dat ze het geld gaan storten, maar ik heb dus nog steeds niets ontvangen en ben het spuugzat. Nu vroegen ze weer om een scan van mn bankrekening maar die is hetzelfde als wat ik eerder heb gemaild dus dat heeft geen nut. Die creditcard is geblokkeerd maar volgens ING kunnen ze het wel storten op die oude card. Maar dat doen ze ook niet.    Kunt u me helpen? Ik ben het zat. Dat heen en weer gemail.    Vriendelijke groeten,  Sylvia Stam  lidmaatschapsnummer   is: 214758"
439524,Personen- en familierecht - Echtscheiding,Reactie via formulier op jurofoon.nl,"Zaaknummer 439461.  Hoeveel jaren is een convenant echtscheiding nog terug te halen.    In afwachting met vriendelijke groet,    AnnekeVlieland"
439526,Arbeidsrecht - (overig),Reactie via formulier op jurofoon.nl,Wat zijn mijn rechten in het geval een werkgever zonder beoordeling-grondslagen een test afneemt t.b.v. functioneren?    En wat zijn mijn rechten als ik al9 tijdelijke jaarcontracten heb gehad als docent (ambetnarenrecht)?
439534,Verbintenissenrecht (algemeen) - (overig),Reactie via formulier op jurofoon.nl,"Wij gaan dit jaar een tweede verdieping plaatsen,vergunning is verleend, nu willen de buren een contract van erfdienstbaarheid waarin staat dat zij de mogelijkheid willen hebben om evt. ook een tweede verdieping te bouwen tegen de onze aan.  Wij hebben daar geen probleem mee maar hoe stel je zo iets op?  Is dit mogelijk zonder tussenkomst van een notaris en waardoor het toch rechtsgeldig is.  Ik wil hun maar ook mezelf niet op kosten jagen.  Mvg,  B.Baay"
439539,Fiscale zaken - (overig),Reactie via formulier op jurofoon.nl,"Ik ben gescheiden en ontvang €400 per maand.  Vorig jaar heb ik van mijn ex. een eenmalige gift ontvangen ( onder beschrijving ""belastingen ""), om mijn aanslag te betalen.  Bij de aangifte over 2010 geeft hij deze gift te weten €1900 op als alimentatie.  Dit houdt voor mij een aanslag in van €3500!!  Hij wil de gift niet anders omschrijven en wil niets veranderen.  Kan hij dit zomaar doen en moet ik dit accepteren?"
439546,Verbintenissenrecht (algemeen) - (overig),Reactie via formulier op jurofoon.nl,"Ik heb een geschil met iemand waarvoor ik een auto zou reparareren. Ondanks het akkoord gaan met elke stapen en bijbehorende kosten qua reparaties aan zijn auto weigert de eigenaar nu een openstaande vordering te betalen. Hij is hierop al meerdere keren gewezen. In één van zijn laatste mails heeft hij gezegd te zullen betalen. Nu wordt alles omgedraaid en wil hij zijn auto terug plus de kosten die reeds aan hem zijn berekend en door hem zijn voldaan. het gaat om een koppakking reparatie die in overleg met de eigenaar is uitgevoerd nadat deze zijn akkoord voor de reparatie en de kosten had gegeven. Dit was in oktober. Inmiddels zijn we maanden verder en nu wordt het verhaal door de eigenaar omgedraaid en sommeerd hij mij om zijn auto, de sleutels en papieren en de reeds betaalde en overeengekomen kosten terug te betalen. Wat zijn nu mijn rechten? Voorts ben ik door een BOA van mijn gemeente aansprakelijk gesteld voor zijn auto omdat deze niet verzekerd, geschorst is en op de openbare weg staat. Kan dit zo maar, ik weet niet beter dan dat de eigenaar aansprakelijk is voor de auto omdat een verzekering wettelijk verplicht is. Graag uw reactie."
439563,Strafrecht - (overig),Reactie via formulier op jurofoon.nl,"Geachte heer, mevrouw,    Via deze weg wil graag juridisch advies vragen met betrekking tot de volgende situatie.   Op Dinsdag 15 maart heeft de politie op vordering van de officier van justitie mijn woning doorzocht en onder andere mijn computer is beslag genomen in verband met de verdenking op het bezit van kinderporno.   Hoewel ik er zelf altijd van overtuigd was geen kinderporno in bezit te hebben ben ik hier na het bestuderen van de laatste wetgeving wat minder zeker van.      Moet ik in dit stadium een raadsman in de hand nemen? Hoe ziet het verdere verloop van een dergelijke zaak er uit? Wat kan een straf indicatie zijn en wat kunt u mij nog meer adviseren?    Ik zal hierover maandagavond contact opnemen via de jurofoon.    hoogachtend,  R.J van Ittersum"
439569,Arbeidsrecht - (overig),Reactie via formulier op jurofoon.nl,Mag een werkgever wel vakantiedagen inhouden als een werknemer op vakantie in deze laatste zes maanden van de ziekteperiode.
439577,Verbintenissenrecht (algemeen) - (overig),Reactie via formulier op jurofoon.nl,"Nadat m’n moeder is gescheiden 9 a 10 jaar geleden is de nieuwe partner bij haar ingetrokken met zijn 2 kinderen die inmiddels 17 en 18 zijn.  M’n moeder heeft een koopwoning die nu nog steeds volledig op haar naam staat.   De relatie dreigt nu stuk te lopen en m’n moeder heeft haar partner gevraagd met zijn kinderen te vertrekken. Dit weigert hij echter. Hij heeft geen baan, zit voor een gedeelte in de ziektewet en zijn eigen zaak levert onvoldoende op om zelf goed van rond te kunnen komen.   Op dit moment betaalt hij gedeeltelijk de consumptieve uitgaven zoals boodschappen en electra. Voor zover ik weet is er geen sprake van een samenlevingscontract.    Omdat hij weigert te vertrekken mond dit telkens uit in bijna letterlijk slaande ruzie. Om de zaak niet verder te laten escaleren logeert m’n moeder nu een weekje bij ons.     Op basis van bovenstaand zijn m’n vragen als volgt:  1.) Heeft de partner van mijn moeder rechten?   2.) Zoja: Welke./wat en op basis van welke voorwaarden?  3.) Indien hij blijft weigeren vrijwillig te vertrekken wat zijn de mogelijkheden om hem uit het huis van m’n moeder te krijgen."
439582,Verbintenissenrecht (algemeen) - (overig),Reactie via formulier op jurofoon.nl,"Wij hebben 8 maanden geleden een kinderwagen gekocht bij babydump, hierop zouden wij 3 jaar garantie hebben, nu is er wat mis met de boodschappentas van de kinderwagen en willen wij een nieuwe, dit hebben wij al 5 weken geleden aangegeven maar ze sturen het maar niet op? is er een mogelijkheid de kinderwagen terug te brengen?"
439589,Alimentatiezaken - Alimentatie,Reactie via formulier op jurofoon.nl,"6 jaar geleden zijn mijn ex vriendin en ik uit elkaar gegaan. Sindsdien wonen onze 2 kinderen ca 25% van de tijd bij mij, en 75% bij haar. Ook betaal ik nu € 265.- per kind alimentatie, en zij ontvangt de gehele kinderbijslag. Dit is zo door de rechter bepaald. Sinds 7 december is mijn dochter 12 jaar geworden en zij woont vanaf die tijd 50% bij mij en 50% bij haar moeder.. Dit komt volgens mij neer op co-ouderschap. Ik wil nu een eerlijkere verdeling van de kosten. Hoe kan ik dit het beste aanpakken?"
439592,Personen- en familierecht - Echtscheiding,Reactie via formulier op JuroFoon,"Ik ben in okt 2009 gescheiden. In het convenant stond dat ik de koopwoning zou blijven betalen totdat het verkocht zou zijn. Mijn ex ging huren. Nu was de woning bijna verkocht, papieren zover in orde dat de koop door zou gaan. Op laatste moment haken kopers af. Nu ben ik wel uit de koopwoning gegaan, aangezien ik 2 kinderen heb en samengaan wonen met mijn nieuwe vriend. Nu anderhalf jaar later draai ik nog steeds alleen voor de kosten van de koopwoning op, hypotheek,vast lasten en onderhoud. Mijn ex wil hier niks aan mee betalen, volgens hem is het mijn verantwoording. Als de woning verkocht is komt hij wel netjes zijn geld halen. Ondertussen zit ik met hoge kosten voor een woning die van ons beide was.  Kan ik iets doen waardoor mijn ex-man mee moet betalen of mede verantwoordelijk is voor het onderhoud van de leegstaande woning?"
439609,Personen- en familierecht - Echtscheiding,Reactie via formulier op jurofoon.nl,"Mijn vrouw en ik hebben besloten om te scheiden, wij hebben een koophuis. Het huis is getaxeerd en staat al meer dan een jaar te koop. Indien een van ons het koopt maar tegen een veel lagere waarde dan de de taxatiewaarde geeft dat nog gevolgen voor de belasting? Ik heb gehoord dat de andere partij dan belasting moet betalen het zogenaamde schenkingsrecht in hoeverre is dat van toepassing. Wij zijn immers samen overeengekomen dat de ander genoegen neemt met een minder bedrag omdat de huizen verkoop gestagneerd is."
439618,Verbintenissenrecht (algemeen) - (overig),Reactie via formulier op jurofoon.nl,"Geachte heer of mevrouw    In november 2009 heb ik mijn contract voor een mobiele telefonie abonnement bij Tele2 met 2 jaar verlengd. Het is de regel bij Tele2 dat je, 6 maanden voordat het contract afloopt, al een nieuw contract aan kunt gaan.  Nu wou ik echter in mei graag een smartphone. Deze biedt Tele2 aan (namelijk de Samsung Galaxy S). Echter, deze telefoons zijn niet veel waard zonder een mobiel internet verbinding. Na het lezen van de Fair-Use-Policy die gehanteerd word bij Tele2, en klachten daarover bij diverse fora (er word bij 40 MB al afgesloten, dat is net genoeg om 2x hun algemene voorwaarden te downloaden… ) heb ik besloten dat, hoewel ik al zo’n 7 jaar zeer tevreden ben over hun mobiele telefonie, ik over wil stappen op een andere provider. Deze provider (Hi / KPN) heeft namelijk voor de klant duidelijkere voorwaarden.  Volgens de klantenservice van Tele2 kan ik echter pas overstappen in november, als mijn contract eindigt. Ik heb gevraagd of ik het contract ook kon afkopen, maar ook dat was niet mogelijk. Hierbij kan opgemerkt worden dat, aangezien het geen probleem is om 6 maanden van te voren een nieuw contract aan te gaan bij Tele2, zij geen kosten maken i.v.m. het toestel dat ik bij het abonnement heb gekregen    Mijn vraag:  Kan ik, met de wet aan mijn zijde, eisen dat mijn contract alsnog per mei opgezegd word zodat ik over kan stappen.    Vr. Groet    Peter Elzinga"
439619,Strafrecht - (overig),Reactie via formulier op JuroFoon,"Ik ben op 30-01-2008 bij een auto ongeval betrokken geraakt. Ik gleed weg (nat wegdek) en kwam zijlings op de andere weghelft terecht. Dit heeft tot een aanrijding geleid. Hier is een strafzaak uit voortgekomen (06-10-2008) mbt art. 5 WvW 1994. Ik ben toen veroordeeld tot 250 euro boete en  1 maand voorwaardelijke rijontzegging met een proeftijd van 2 jaar. In de eerste instantie eiste de officier 300 euro en 3 maanden - 3 jaar proeftijd... Die voorwaardelijke rijontzegging is alweer verjaard, maar nu merk ik nog steeds de ellende van die strafzaak mbt verzekeren van voertuigen. Ik voel me bedonderd door die aanklacht. Toen was ik blij dat ik mijn rijbewijs mocht houden maar nu voel ik me vals beschuldigd. Het was immers een ongeval. Wat kan ik doen? Ik begrijp dat het allemaal niet ongedaan kan worden gemaakt, maar puur als principe kwestie: Wat zijn mijn opties?"
